id,labels
b4a2bc556aea4ee1b634cbe9ef06049a,"[{'class_id': 1, 'x': 0.59334, 'y': 0.685006, 'w': 0.0897152, 'h': 0.0624359}, {'class_id': 1, 'x': 0.157826, 'y': 0.590814, 'w': 0.08128, 'h': 0.0596077}, {'class_id': 1, 'x': 0.85471, 'y': 0.311529, 'w': 0.109208, 'h': 0.0551139}, {'class_id': 1, 'x': 0.07574, 'y': 0.370385, 'w': 0.0502187, 'h': 0.05637}, {'class_id': 1, 'x': 0.0781853, 'y': 0.648948, 'w': 0.0578202, 'h': 0.0923296}]"
85d20e1acbc241ef8885345266644703,"[{'class_id': 2, 'x': 0.416704, 'y': 0.905309, 'w': 0.258248, 'h': 0.104391}, {'class_id': 2, 'x': 0.132196, 'y': 0.731068, 'w': 0.16513, 'h': 0.16106}, {'class_id': 2, 'x': 0.0824666, 'y': 0.492871, 'w': 0.0805231, 'h': 0.142508}, {'class_id': 2, 'x': 0.340674, 'y': 0.125448, 'w': 0.0954413, 'h': 0.073617}]"
be395257cc8d4fab891d24672a6c1052,"[{'class_id': 0, 'x': 0.442204, 'y': 0.81511, 'w': 0.236668, 'h': 0.16826}, {'class_id': 0, 'x': 0.509039, 'y': 0.122788, 'w': 0.320758, 'h': 0.070123}]"
6ea5d9f0fbc1462e865db2b6eb8c4a7d,"[{'class_id': 1, 'x': 0.481489, 'y': 0.403956, 'w': 0.0784906, 'h': 0.0629908}, {'class_id': 1, 'x': 0.148261, 'y': 0.27312, 'w': 0.0548988, 'h': 0.0512881}, {'class_id': 1, 'x': 0.845183, 'y': 0.690405, 'w': 0.0760189, 'h': 0.0624973}, {'class_id': 1, 'x': 0.295814, 'y': 0.486343, 'w': 0.072985, 'h': 0.0542559}, {'class_id': 1, 'x': 0.217802, 'y': 0.452634, 'w': 0.0504484, 'h': 0.0542244}, {'class_id': 1, 'x': 0.955733, 'y': 0.425059, 'w': 0.0434543, 'h': 0.0568702}, {'class_id': 1, 'x': 0.672849, 'y': 0.438123, 'w': 0.101425, 'h': 0.060562}]"
8fd6c95166834ddc850c4720587cf71a,"[{'class_id': 1, 'x': 0.823284, 'y': 0.632733, 'w': 0.0687089, 'h': 0.0631539}, {'class_id': 1, 'x': 0.730834, 'y': 0.372168, 'w': 0.0785015, 'h': 0.0629403}, {'class_id': 1, 'x': 0.0621192, 'y': 0.411424, 'w': 0.0568268, 'h': 0.0672387}, {'class_id': 1, 'x': 0.0991191, 'y': 0.633829, 'w': 0.066795, 'h': 0.0502134}, {'class_id': 1, 'x': 0.0944933, 'y': 0.574967, 'w': 0.0576639, 'h': 0.045523}, {'class_id': 1, 'x': 0.904322, 'y': 0.385355, 'w': 0.0636284, 'h': 0.0586464}, {'class_id': 1, 'x': 0.235435, 'y': 0.70161, 'w': 0.0441926, 'h': 0.0437971}, {'class_id': 1, 'x': 0.834904, 'y': 0.376358, 'w': 0.0412297, 'h': 0.0445738}]"
1712b54ce3b645058cec2120d60cd1ea,"[{'class_id': 0, 'x': 0.468092, 'y': 0.13618, 'w': 0.253722, 'h': 0.106807}, {'class_id': 0, 'x': 0.468208, 'y': 0.844128, 'w': 0.399837, 'h': 0.125544}]"
ef5e72ec09c14ca892e5d5aec96b2444,"[{'class_id': 0, 'x': 0.480533, 'y': 0.812482, 'w': 0.372334, 'h': 0.182846}, {'class_id': 0, 'x': 0.525344, 'y': 0.654492, 'w': 0.131337, 'h': 0.141812}]"
b863480d90fb40eb9a8d0470502d2b59,"[{'class_id': 1, 'x': 0.609445, 'y': 0.667312, 'w': 0.0803313, 'h': 0.0680864}, {'class_id': 1, 'x': 0.175337, 'y': 0.442876, 'w': 0.0737825, 'h': 0.0656776}, {'class_id': 1, 'x': 0.923244, 'y': 0.389764, 'w': 0.0727577, 'h': 0.0813159}]"
0f7fa4d6ded247958d79517a2de7065c,"[{'class_id': 1, 'x': 0.773881, 'y': 0.61129, 'w': 0.104491, 'h': 0.0889201}, {'class_id': 1, 'x': 0.536272, 'y': 0.418284, 'w': 0.106126, 'h': 0.0994654}, {'class_id': 1, 'x': 0.630483, 'y': 0.570111, 'w': 0.0778189, 'h': 0.0685093}]"
c5e1b7cfc28e4e8bb6e6b245eecc5b13,"[{'class_id': 1, 'x': 0.352444, 'y': 0.317551, 'w': 0.117083, 'h': 0.0738451}, {'class_id': 1, 'x': 0.751728, 'y': 0.661952, 'w': 0.0685253, 'h': 0.0631015}, {'class_id': 1, 'x': 0.7893, 'y': 0.250406, 'w': 0.0672224, 'h': 0.0521775}]"
8f3b42d60f5f4301baec537f0a86e296,"[{'class_id': 0, 'x': 0.521603, 'y': 0.829055, 'w': 0.403042, 'h': 0.148784}]"
5fc998ea969a498e8ad588baafde349d,"[{'class_id': 0, 'x': 0.448794, 'y': 0.847081, 'w': 0.253956, 'h': 0.128285}, {'class_id': 0, 'x': 0.442986, 'y': 0.137961, 'w': 0.331502, 'h': 0.0972023}]"
d204657a7e6343548b82b31e72f0efbd,"[{'class_id': 1, 'x': 0.785615, 'y': 0.484153, 'w': 0.0828149, 'h': 0.0633418}, {'class_id': 1, 'x': 0.449991, 'y': 0.457668, 'w': 0.118727, 'h': 0.0733589}, {'class_id': 1, 'x': 0.546371, 'y': 0.695742, 'w': 0.0708746, 'h': 0.0617229}]"
76cc809f83494c379a3ae0916ad0ff9b,"[{'class_id': 2, 'x': 0.829952, 'y': 0.26669, 'w': 0.0984051, 'h': 0.114807}, {'class_id': 2, 'x': 0.8304, 'y': 0.725418, 'w': 0.122681, 'h': 0.150993}]"
4af4afd73a834d3facff04038a9ce198,"[{'class_id': 1, 'x': 0.423631, 'y': 0.398132, 'w': 0.115507, 'h': 0.0638041}, {'class_id': 1, 'x': 0.819519, 'y': 0.674428, 'w': 0.0648262, 'h': 0.0579296}, {'class_id': 1, 'x': 0.0993567, 'y': 0.366101, 'w': 0.0679675, 'h': 0.0613332}, {'class_id': 1, 'x': 0.664464, 'y': 0.368141, 'w': 0.136693, 'h': 0.0705051}, {'class_id': 1, 'x': 0.63506, 'y': 0.674511, 'w': 0.0478853, 'h': 0.0462133}]"
ed4a3ef922ad4ca0ba78c8c382a8897e,"[{'class_id': 2, 'x': 0.0968067, 'y': 0.456911, 'w': 0.0820758, 'h': 0.137625}, {'class_id': 2, 'x': 0.19397, 'y': 0.746256, 'w': 0.0806895, 'h': 0.0855172}]"
8764be9378074fd7a825cd959323bbfc,"[{'class_id': 1, 'x': 0.544931, 'y': 0.634696, 'w': 0.176448, 'h': 0.0890839}, {'class_id': 1, 'x': 0.457907, 'y': 0.29716, 'w': 0.128072, 'h': 0.0570574}, {'class_id': 1, 'x': 0.34877, 'y': 0.368475, 'w': 0.123018, 'h': 0.0663868}, {'class_id': 1, 'x': 0.737959, 'y': 0.300943, 'w': 0.104741, 'h': 0.059016}, {'class_id': 1, 'x': 0.895829, 'y': 0.317811, 'w': 0.0598274, 'h': 0.051201}, {'class_id': 1, 'x': 0.112129, 'y': 0.323964, 'w': 0.0586256, 'h': 0.053276}, {'class_id': 1, 'x': 0.0451658, 'y': 0.611246, 'w': 0.0464003, 'h': 0.0527676}]"
cd47c894572644e480d9586c2c4239f9,"[{'class_id': 0, 'x': 0.538664, 'y': 0.839011, 'w': 0.359538, 'h': 0.13943}, {'class_id': 0, 'x': 0.650218, 'y': 0.623562, 'w': 0.279432, 'h': 0.178713}, {'class_id': 0, 'x': 0.45112, 'y': 0.121572, 'w': 0.254231, 'h': 0.0695585}]"
5c67e86fceb345998dd011fc7c5b7192,[]
f88ea1d6a69c4d5cb2b3c324d9d7a725,"[{'class_id': 1, 'x': 0.769972, 'y': 0.349061, 'w': 0.0736004, 'h': 0.0755647}, {'class_id': 1, 'x': 0.877649, 'y': 0.425733, 'w': 0.0631527, 'h': 0.0582668}, {'class_id': 1, 'x': 0.124482, 'y': 0.451455, 'w': 0.0593684, 'h': 0.0467585}, {'class_id': 1, 'x': 0.514701, 'y': 0.340915, 'w': 0.087923, 'h': 0.053584}]"
64e339ab675a4238bf4edc00cc6a1ddf,"[{'class_id': 0, 'x': 0.748508, 'y': 0.223287, 'w': 0.137782, 'h': 0.0986115}]"
2b6df479aff34f128c1c6dc44608f631,"[{'class_id': 0, 'x': 0.514384, 'y': 0.376913, 'w': 0.313283, 'h': 0.211675}]"
03113474902548bba4ae58aa2a0b2ada,"[{'class_id': 1, 'x': 0.888803, 'y': 0.629985, 'w': 0.0664829, 'h': 0.0618169}, {'class_id': 1, 'x': 0.434905, 'y': 0.257538, 'w': 0.161258, 'h': 0.0768854}, {'class_id': 1, 'x': 0.178707, 'y': 0.323914, 'w': 0.0603741, 'h': 0.0516703}]"
27439a5297134c08961e3a4f878ea106,"[{'class_id': 1, 'x': 0.44748, 'y': 0.362321, 'w': 0.0879948, 'h': 0.0630794}, {'class_id': 1, 'x': 0.199316, 'y': 0.703176, 'w': 0.0687671, 'h': 0.048126}, {'class_id': 1, 'x': 0.506123, 'y': 0.6812, 'w': 0.072833, 'h': 0.0584016}, {'class_id': 1, 'x': 0.11684, 'y': 0.658823, 'w': 0.0591646, 'h': 0.0518141}, {'class_id': 1, 'x': 0.917661, 'y': 0.654873, 'w': 0.0432747, 'h': 0.0450591}]"
524015abb2be407ebb6d988fc3828fdc,"[{'class_id': 2, 'x': 0.232851, 'y': 0.20859, 'w': 0.137241, 'h': 0.123886}, {'class_id': 2, 'x': 0.896489, 'y': 0.474485, 'w': 0.0832497, 'h': 0.188174}]"
8766549f8db54fd5a9b118f5cbfdf484,"[{'class_id': 0, 'x': 0.175819, 'y': 0.512608, 'w': 0.0969466, 'h': 0.123952}, {'class_id': 0, 'x': 0.554568, 'y': 0.248607, 'w': 0.142345, 'h': 0.227197}]"
cf8f0743ca08467597e5a1062d804ebc,"[{'class_id': 0, 'x': 0.581455, 'y': 0.585878, 'w': 0.251337, 'h': 0.201468}, {'class_id': 0, 'x': 0.484577, 'y': 0.215241, 'w': 0.411738, 'h': 0.232736}]"
e49f797a15b74ab18d68976b47c3b5ae,"[{'class_id': 1, 'x': 0.246117, 'y': 0.462284, 'w': 0.0913225, 'h': 0.0688187}, {'class_id': 1, 'x': 0.485257, 'y': 0.434704, 'w': 0.095477, 'h': 0.0728029}, {'class_id': 1, 'x': 0.0791335, 'y': 0.565449, 'w': 0.0553364, 'h': 0.0498047}]"
dbebf6ca7a234bcea94b6b51be9757aa,"[{'class_id': 0, 'x': 0.579809, 'y': 0.747845, 'w': 0.190581, 'h': 0.152586}, {'class_id': 0, 'x': 0.335693, 'y': 0.458698, 'w': 0.133577, 'h': 0.150673}, {'class_id': 0, 'x': 0.467372, 'y': 0.877605, 'w': 0.145938, 'h': 0.0641092}]"
5801b2dd1866469d969238095c4b6923,"[{'class_id': 2, 'x': 0.207752, 'y': 0.220841, 'w': 0.0598933, 'h': 0.0709198}, {'class_id': 2, 'x': 0.146869, 'y': 0.307065, 'w': 0.0495725, 'h': 0.0751596}]"
637bc000f12c4196a76bb7ed8c0f7294,"[{'class_id': 1, 'x': 0.212812, 'y': 0.611661, 'w': 0.117769, 'h': 0.0594831}]"
7f51096abcf542a5a1f29ea89614462a,"[{'class_id': 1, 'x': 0.331763, 'y': 0.348289, 'w': 0.0646942, 'h': 0.0589157}, {'class_id': 1, 'x': 0.353098, 'y': 0.672819, 'w': 0.105033, 'h': 0.0849202}, {'class_id': 1, 'x': 0.533288, 'y': 0.43871, 'w': 0.117053, 'h': 0.0689724}, {'class_id': 1, 'x': 0.485747, 'y': 0.344155, 'w': 0.0777993, 'h': 0.0564042}, {'class_id': 1, 'x': 0.811453, 'y': 0.347814, 'w': 0.0792316, 'h': 0.0516587}, {'class_id': 1, 'x': 0.894948, 'y': 0.33524, 'w': 0.0713896, 'h': 0.0528581}, {'class_id': 1, 'x': 0.0922235, 'y': 0.363156, 'w': 0.0599687, 'h': 0.0561607}]"
3ae88d984a5b434dae001f9b6037a4d1,"[{'class_id': 0, 'x': 0.518588, 'y': 0.228307, 'w': 0.452459, 'h': 0.274564}, {'class_id': 0, 'x': 0.500474, 'y': 0.875519, 'w': 0.193045, 'h': 0.0786831}]"
0d64dcf44639424b9106549a1e46a1a7,"[{'class_id': 1, 'x': 0.638903, 'y': 0.370472, 'w': 0.0910471, 'h': 0.0730528}, {'class_id': 1, 'x': 0.961406, 'y': 0.461961, 'w': 0.050959, 'h': 0.0721128}]"
af68f7be6a35488f8a6e3bb96e4d4145,"[{'class_id': 1, 'x': 0.519827, 'y': 0.260242, 'w': 0.164111, 'h': 0.0653713}, {'class_id': 1, 'x': 0.887294, 'y': 0.608917, 'w': 0.0623757, 'h': 0.0611843}, {'class_id': 1, 'x': 0.888176, 'y': 0.33725, 'w': 0.0732685, 'h': 0.0551783}, {'class_id': 1, 'x': 0.860961, 'y': 0.680085, 'w': 0.0439514, 'h': 0.04083}]"
58d9a503a521495c8241a6f9c678b80a,"[{'class_id': 2, 'x': 0.129108, 'y': 0.349339, 'w': 0.141449, 'h': 0.224838}]"
ca00d911c9ee4280b4b3c2b29092e1b8,[]
e1acc47cdea44d9db0c5ee3aecff8b45,"[{'class_id': 1, 'x': 0.931188, 'y': 0.642684, 'w': 0.060096, 'h': 0.0614687}, {'class_id': 1, 'x': 0.638531, 'y': 0.29801, 'w': 0.0963191, 'h': 0.0557972}, {'class_id': 1, 'x': 0.605404, 'y': 0.357248, 'w': 0.151854, 'h': 0.0666735}]"
5076c57265ac4814a04c84c4b846e340,"[{'class_id': 0, 'x': 0.549449, 'y': 0.169167, 'w': 0.324133, 'h': 0.135734}, {'class_id': 0, 'x': 0.461172, 'y': 0.846407, 'w': 0.244575, 'h': 0.100531}, {'class_id': 0, 'x': 0.467722, 'y': 0.569162, 'w': 0.175304, 'h': 0.211288}, {'class_id': 0, 'x': 0.28908, 'y': 0.622328, 'w': 0.148513, 'h': 0.146766}]"
617b24b8f6e14a4398bc29d3117357d4,"[{'class_id': 2, 'x': 0.105068, 'y': 0.45167, 'w': 0.0519104, 'h': 0.0771087}]"
21d1f374f0754dd791318bb358cd1131,"[{'class_id': 1, 'x': 0.499601, 'y': 0.633921, 'w': 0.140207, 'h': 0.0672109}, {'class_id': 1, 'x': 0.82427, 'y': 0.336791, 'w': 0.0851912, 'h': 0.060172}, {'class_id': 1, 'x': 0.125295, 'y': 0.470061, 'w': 0.0434923, 'h': 0.0416833}, {'class_id': 1, 'x': 0.0849991, 'y': 0.392678, 'w': 0.0539301, 'h': 0.0537583}]"
0a82f5733712423b92fb4e587998c4fb,"[{'class_id': 0, 'x': 0.435297, 'y': 0.344305, 'w': 0.315582, 'h': 0.15462}]"
30e483d7df044a49b0b1836a4223f392,"[{'class_id': 2, 'x': 0.76974, 'y': 0.185452, 'w': 0.0938099, 'h': 0.102574}, {'class_id': 2, 'x': 0.176742, 'y': 0.244163, 'w': 0.116595, 'h': 0.11078}, {'class_id': 2, 'x': 0.832171, 'y': 0.738778, 'w': 0.111311, 'h': 0.118105}]"
67d7dd96dfa141f0a832b17153b104d2,"[{'class_id': 2, 'x': 0.775651, 'y': 0.782941, 'w': 0.073823, 'h': 0.0692387}]"
8dab5ef524dd47b89a1a62b247f2cbbd,"[{'class_id': 0, 'x': 0.564341, 'y': 0.368986, 'w': 0.105572, 'h': 0.0853455}]"
bb4a5bbf51a74bad9156da2259ea299c,[]
8271e5f95500411390a2b179d6fc1941,"[{'class_id': 0, 'x': 0.460267, 'y': 0.231499, 'w': 0.413409, 'h': 0.282525}, {'class_id': 0, 'x': 0.495728, 'y': 0.864689, 'w': 0.35312, 'h': 0.0921997}]"
36447c7aeb264e399ae86cd97fa9e1da,"[{'class_id': 0, 'x': 0.414097, 'y': 0.808095, 'w': 0.222432, 'h': 0.200648}]"
50d9eb1ae9a241aca46dede6fa44b6fe,[]
c5b439a6232a45b39ac280a70962bf41,[]
dfd8d565d8fb45a3a34eabfbb7f80ade,[]
c70b20158374440d9aeecea8d5423664,"[{'class_id': 1, 'x': 0.408931, 'y': 0.689208, 'w': 0.10988, 'h': 0.0522106}, {'class_id': 1, 'x': 0.279523, 'y': 0.644585, 'w': 0.0917292, 'h': 0.0663514}, {'class_id': 1, 'x': 0.733728, 'y': 0.648909, 'w': 0.15938, 'h': 0.0886176}]"
82ce3c35f11a410a8b72364268a1c194,"[{'class_id': 1, 'x': 0.746559, 'y': 0.362954, 'w': 0.120063, 'h': 0.077723}, {'class_id': 1, 'x': 0.323647, 'y': 0.302725, 'w': 0.064785, 'h': 0.0554925}, {'class_id': 1, 'x': 0.862204, 'y': 0.624491, 'w': 0.0590222, 'h': 0.0769137}, {'class_id': 1, 'x': 0.526773, 'y': 0.595194, 'w': 0.0643536, 'h': 0.0592676}, {'class_id': 1, 'x': 0.616459, 'y': 0.723378, 'w': 0.0932167, 'h': 0.0534506}, {'class_id': 1, 'x': 0.731379, 'y': 0.667459, 'w': 0.0890474, 'h': 0.0547245}, {'class_id': 1, 'x': 0.372665, 'y': 0.44884, 'w': 0.0917113, 'h': 0.0545134}, {'class_id': 1, 'x': 0.463197, 'y': 0.397267, 'w': 0.0563759, 'h': 0.0516294}]"
ceaa78e62f6b4f57bb1151b2afacdd1d,"[{'class_id': 2, 'x': 0.883975, 'y': 0.382639, 'w': 0.0847462, 'h': 0.166139}]"
b234968048a741b19636532ccea2e1e7,"[{'class_id': 1, 'x': 0.801644, 'y': 0.71541, 'w': 0.075304, 'h': 0.0622398}, {'class_id': 1, 'x': 0.203791, 'y': 0.318011, 'w': 0.0652104, 'h': 0.0628002}, {'class_id': 1, 'x': 0.854154, 'y': 0.614502, 'w': 0.0449677, 'h': 0.0421132}]"
75b78c9dfd914858a56af499071c5f8f,"[{'class_id': 1, 'x': 0.715122, 'y': 0.701806, 'w': 0.145925, 'h': 0.0804076}, {'class_id': 1, 'x': 0.248049, 'y': 0.402174, 'w': 0.099947, 'h': 0.0648748}, {'class_id': 1, 'x': 0.78198, 'y': 0.470075, 'w': 0.0712805, 'h': 0.0608582}, {'class_id': 1, 'x': 0.928232, 'y': 0.575913, 'w': 0.0670776, 'h': 0.0649933}, {'class_id': 1, 'x': 0.686247, 'y': 0.440372, 'w': 0.0537263, 'h': 0.0498127}]"
91aefd65fa114d73aaf34f79a9d057eb,"[{'class_id': 0, 'x': 0.53515, 'y': 0.858175, 'w': 0.360323, 'h': 0.109737}, {'class_id': 0, 'x': 0.471847, 'y': 0.142936, 'w': 0.380824, 'h': 0.107063}, {'class_id': 0, 'x': 0.532047, 'y': 0.438181, 'w': 0.171971, 'h': 0.307023}]"
fdf16266e88348c88100e9d8fd932ba6,"[{'class_id': 1, 'x': 0.540581, 'y': 0.311537, 'w': 0.0731653, 'h': 0.0604193}, {'class_id': 1, 'x': 0.276839, 'y': 0.458097, 'w': 0.075516, 'h': 0.0862129}, {'class_id': 1, 'x': 0.159919, 'y': 0.618529, 'w': 0.0750867, 'h': 0.0698881}, {'class_id': 1, 'x': 0.800263, 'y': 0.430996, 'w': 0.0630689, 'h': 0.0565632}, {'class_id': 1, 'x': 0.896346, 'y': 0.449193, 'w': 0.0637392, 'h': 0.0606998}]"
f2e674a3a35d4336a790a4e95a30f1e7,"[{'class_id': 2, 'x': 0.448471, 'y': 0.103725, 'w': 0.233795, 'h': 0.0770513}, {'class_id': 2, 'x': 0.181238, 'y': 0.259599, 'w': 0.114202, 'h': 0.129749}, {'class_id': 2, 'x': 0.161987, 'y': 0.706713, 'w': 0.089274, 'h': 0.105729}]"
2d22bfd519c34f10931207507e2f97df,"[{'class_id': 2, 'x': 0.124836, 'y': 0.63529, 'w': 0.0874255, 'h': 0.154206}]"
f421823b14de45daa4a274e79c62b4ba,"[{'class_id': 2, 'x': 0.176017, 'y': 0.277241, 'w': 0.0581482, 'h': 0.071266}, {'class_id': 2, 'x': 0.847578, 'y': 0.674095, 'w': 0.057218, 'h': 0.0692616}]"
9a4dc563daae4caaa69e27b08eb159ec,"[{'class_id': 2, 'x': 0.210617, 'y': 0.769795, 'w': 0.057881, 'h': 0.0646517}]"
084b149ba3a74a71bd20b263ff4b356f,"[{'class_id': 0, 'x': 0.382286, 'y': 0.606161, 'w': 0.0836199, 'h': 0.141165}]"
224cad316ce34d5399c1a6c0cb04afef,[]
6338614bbe15487580cd7566061592d3,"[{'class_id': 1, 'x': 0.33076, 'y': 0.348525, 'w': 0.123529, 'h': 0.0703393}, {'class_id': 1, 'x': 0.888387, 'y': 0.567891, 'w': 0.0907089, 'h': 0.0610454}, {'class_id': 1, 'x': 0.773527, 'y': 0.344431, 'w': 0.0800785, 'h': 0.0626992}, {'class_id': 1, 'x': 0.132415, 'y': 0.322609, 'w': 0.0504586, 'h': 0.0489974}]"
75f81b402fc744c698b9d6247b7a44d9,"[{'class_id': 1, 'x': 0.292388, 'y': 0.346756, 'w': 0.0999109, 'h': 0.0718741}, {'class_id': 1, 'x': 0.754753, 'y': 0.393391, 'w': 0.0632227, 'h': 0.0569699}, {'class_id': 1, 'x': 0.889024, 'y': 0.694, 'w': 0.0538332, 'h': 0.0521816}, {'class_id': 1, 'x': 0.851407, 'y': 0.439777, 'w': 0.0446339, 'h': 0.0432003}, {'class_id': 1, 'x': 0.619838, 'y': 0.38362, 'w': 0.050046, 'h': 0.056894}, {'class_id': 1, 'x': 0.171356, 'y': 0.349883, 'w': 0.0533653, 'h': 0.0470916}, {'class_id': 1, 'x': 0.498706, 'y': 0.364406, 'w': 0.123338, 'h': 0.0599248}]"
f0eb2918dafe4a65aca978f2261c6aaa,"[{'class_id': 0, 'x': 0.468366, 'y': 0.216819, 'w': 0.35942, 'h': 0.247627}, {'class_id': 0, 'x': 0.50101, 'y': 0.862472, 'w': 0.293936, 'h': 0.104965}]"
f8d42823b7234322b82dd642ef6dc8d2,"[{'class_id': 0, 'x': 0.49477, 'y': 0.84103, 'w': 0.349855, 'h': 0.132368}, {'class_id': 0, 'x': 0.343259, 'y': 0.514372, 'w': 0.193224, 'h': 0.223903}, {'class_id': 0, 'x': 0.729864, 'y': 0.726723, 'w': 0.110527, 'h': 0.0926024}]"
7d94a78f96fc4b5ca8f7f2bee430ae27,"[{'class_id': 0, 'x': 0.462397, 'y': 0.872224, 'w': 0.19011, 'h': 0.0657122}, {'class_id': 0, 'x': 0.640514, 'y': 0.720521, 'w': 0.132719, 'h': 0.134188}]"
e68886734b72471cab92b73d4b423c47,"[{'class_id': 0, 'x': 0.4933, 'y': 0.599382, 'w': 0.431795, 'h': 0.631845}]"
8c5b1485fd8d407a988e41de6dfcdf8a,"[{'class_id': 1, 'x': 0.105473, 'y': 0.644975, 'w': 0.058936, 'h': 0.0715343}, {'class_id': 1, 'x': 0.932844, 'y': 0.409849, 'w': 0.056354, 'h': 0.0606073}, {'class_id': 1, 'x': 0.675191, 'y': 0.741346, 'w': 0.0846718, 'h': 0.054979}, {'class_id': 1, 'x': 0.893617, 'y': 0.65317, 'w': 0.0967262, 'h': 0.0845585}]"
65e894fbcbdd4ba68a206d2c475c574d,"[{'class_id': 1, 'x': 0.275681, 'y': 0.36842, 'w': 0.136999, 'h': 0.0848497}, {'class_id': 1, 'x': 0.0964151, 'y': 0.590374, 'w': 0.0582565, 'h': 0.057835}, {'class_id': 1, 'x': 0.90398, 'y': 0.414952, 'w': 0.0608664, 'h': 0.0553959}, {'class_id': 1, 'x': 0.395005, 'y': 0.638834, 'w': 0.105066, 'h': 0.0808293}, {'class_id': 1, 'x': 0.0687562, 'y': 0.36338, 'w': 0.0575716, 'h': 0.0681362}, {'class_id': 1, 'x': 0.0469111, 'y': 0.433487, 'w': 0.0438927, 'h': 0.0529129}]"
